"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","30","1","1","15.469432","0","232"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","0","20","13","2","21.361429","0","68"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","15","7","3","11.236158","0","35"
"/Interchange/gltf/M_Unlit.M_Unlit","0","57","8","6","31.886662","0","301"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","32","1","1","29.084707","0","248"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","32","1","1","31.470617","0","308"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","67","9","6","71.186424","0","407"
"/Interchange/gltf/M_Transmission.M_Transmission","0","26","2","2","141.862823","0","136"
"/Interchange/gltf/M_Sheen.M_Sheen","0","67","9","6","68.751015","0","327"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","67","14","6","72.063713","0","310"
"/Interchange/gltf/M_Default.M_Default","0","67","9","6","65.030350","0","291"
"","0","1","0","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","4","4","1","2.142123","0","7"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","4","4","1","1.995132","0","4"
