"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","33","1","1","16.969425","0","612"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","0","26","16","2","15.808643","0","132"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","24","10","3","15.132571","0","94"
"/Interchange/gltf/M_Unlit.M_Unlit","0","75","6","6","43.576153","0","541"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","38","1","1","35.949741","0","650"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","38","2","1","36.387978","0","527"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","85","8","6","85.038177","0","554"
"/Interchange/gltf/M_Transmission.M_Transmission","0","32","2","2","127.186920","0","199"
"/Interchange/gltf/M_Sheen.M_Sheen","0","85","9","6","90.423828","0","621"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","85","7","6","82.901398","0","653"
"/Interchange/gltf/M_Default.M_Default","0","85","12","6","68.606041","0","514"
"","0","1","0","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","7","7","1","3.013583","0","8"
"Globals","49","6222","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","7","7","1","3.659049","0","7"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","10","1","1","4.299839","0","59"
"/Game/LevelPrototyping/Meshes/MI_Quinn_02.MI_Quinn_02","49","11","1","1","4.552189","0","69"
"/Game/LevelPrototyping/Materials/FresnelRefraction_M.FresnelRefraction_M","49","20","1","1","9.115535","0","210"
"","49","1","0","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","12","3","1","4.384989","0","54"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","71","23","6","28.170462","0","292"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","49","26","5","2","10.416320","0","134"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","24","6","3","12.358286","0","89"
"/Game/WhiteText.WhiteText","49","9","9","1","3.637497","0","14"
"/Interchange/gltf/M_Default.M_Default","49","89","31","6","43.040249","0","520"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","7","7","1","2.912313","0","13"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","6","3","1","3.426600","0","21"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","6","6","1","3.392835","0","7"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","10","4","1","4.801322","0","44"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","19","2","1","8.614127","0","90"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","8","3","1","4.135968","0","27"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","7","7","1","3.259446","0","11"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","89","14","6","46.256985","0","669"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","9","6","1","4.546522","0","29"
"/Interchange/gltf/M_Sheen.M_Sheen","49","89","16","6","43.858040","0","462"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","23","4","1","12.718554","0","175"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","89","26","6","41.917591","0","479"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","6","6","1","2.873056","0","9"
"/Interchange/gltf/M_Transmission.M_Transmission","49","32","2","2","45.500584","0","133"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","22","9","1","12.454850","0","88"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","14","5","1","6.189592","0","51"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","8","5","1","3.250537","0","23"
"/Engine/VREditor/TransformGizmo/Main.Main","49","6","6","1","3.052166","0","7"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","6","1","1","3.156895","0","15"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","48","4","1","15.414075","0","453"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","11","6","1","4.430288","0","48"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","49","11","11","1","4.274535","0","18"
"/Interchange/gltf/M_Unlit.M_Unlit","49","79","25","6","33.155495","0","340"
"/Game/LevelPrototyping/Meshes/MI_Quinn_01.MI_Quinn_01","49","11","11","1","4.731399","0","11"
"/LumaAIPlugin/Materials/LumaMaterialDynamicNoTAA.LumaMaterialDynamicNoTAA","49","22","5","1","11.752669","0","123"
"/LumaAIPlugin/Materials/LumaMaterialDynamic.LumaMaterialDynamic","49","24","1","1","11.980947","0","200"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","42","4","1","24.976353","0","369"
"/Game/LevelPrototyping/Materials/Gradient_Mat.Gradient_Mat","49","11","2","1","4.089669","0","48"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","42","16","1","21.998762","0","216"
"/Engine/EngineDebugMaterials/M_SimpleOpaque.M_SimpleOpaque","49","8","1","1","3.214024","0","29"
"/Engine/EngineMeshes/BackgroundMaterial.BackgroundMaterial","49","9","6","1","4.362239","0","33"
"/LumaAIPlugin/Materials/LumaMaterialBaked.LumaMaterialBaked","49","18","6","1","9.252063","0","83"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","6","1","1.953079","0","6"
"/LumaAIPlugin/Materials/LumaMaterialBakedNoTAA.LumaMaterialBakedNoTAA","49","16","4","1","8.620752","0","41"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","6","1","2.199974","0","11"
"/LumaAIPlugin/Materials/LumaLogoMaterial.LumaLogoMaterial","49","20","1","1","7.559685","0","146"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","7","3","1","3.468004","0","29"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","16","2","1","8.819687","0","102"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","16","2","1","10.065614","0","69"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","56","3","2","25.182430","0","187"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","16","1","1","10.467479","0","91"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","21","7","1","7.922831","0","157"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","16","8","1","9.805669","0","61"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","48","1","1","13.967897","0","372"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","58","2","1","45.648521","0","385"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","49","37","6","1","11.828185","0","204"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","8","8","1","3.449485","0","12"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","16","10","1","6.115471","0","47"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","9","3","1","4.009494","0","31"
"/ControlRig/M_Manip.M_Manip","49","9","1","1","3.593896","0","29"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","6","1","2.096972","0","11"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","7","7","1","2.901261","0","8"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","8","8","1","2.267355","0","8"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","36","36","1","13.340196","0","70"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","45","45","1","17.367456","0","85"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","483","30","1","164.162399","0","3270"
