"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","11","1","1","8.931781","0","42"
"/Game/LevelPrototyping/Materials/FresnelRefraction_M.FresnelRefraction_M","49","20","7","1","14.532417","0","91"
"/Game/LevelPrototyping/Materials/Gradient_Mat.Gradient_Mat","49","11","6","1","8.155958","0","39"
"/LumaAIPlugin/Materials/LumaMaterialDynamicNoTAA.LumaMaterialDynamicNoTAA","49","22","5","1","19.199022","0","99"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","42","5","1","43.272827","0","533"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","42","2","1","38.356819","0","446"
"/LumaAIPlugin/Materials/LumaMaterialDynamic.LumaMaterialDynamic","49","24","8","1","20.850845","0","99"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","49","37","10","1","21.206980","0","281"
"/Engine/EngineDebugMaterials/M_SimpleOpaque.M_SimpleOpaque","49","8","8","1","5.626395","0","13"
"/Engine/EngineMeshes/BackgroundMaterial.BackgroundMaterial","49","8","8","1","5.942562","0","13"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","58","2","1","84.244080","0","631"
"/LumaAIPlugin/Materials/LumaMaterialBaked.LumaMaterialBaked","49","18","7","1","15.331213","0","76"
"/LumaAIPlugin/Materials/LumaMaterialBakedNoTAA.LumaMaterialBakedNoTAA","49","16","3","1","13.019509","0","109"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","16","1","1","13.785823","0","118"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","1","1","3.238178","0","17"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","1","1","3.161608","0","20"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","7","1","1","5.523646","0","21"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","56","8","2","40.678097","0","633"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","16","3","1","16.506510","0","60"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","21","2","1","13.057023","0","101"
"/LumaAIPlugin/Materials/LumaLogoMaterial.LumaLogoMaterial","49","20","8","1","12.267076","0","157"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","48","5","1","23.029640","0","474"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","16","1","1","16.301743","0","62"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","16","2","1","16.688978","0","47"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","16","1","1","10.907187","0","62"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","8","8","1","6.961053","0","13"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","9","3","1","8.057303","0","31"
"/ControlRig/M_Manip.M_Manip","49","9","3","1","5.726947","0","35"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","6","1","3.211580","0","11"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","7","1","1","4.686564","0","23"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","8","1","1","4.093969","0","28"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","36","5","1","22.286957","0","219"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","483","10","1","277.161865","0","5233"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","45","1","1","30.692081","0","184"
